Episode,Step,Avg_Success,Avg_Reward,Avg_Cost
504,113,75,-0.23197204364898424,0
505,114,75,-0.23636863857476784,0
506,113,76,-0.16747500741139448,0
507,114,76,-0.17526562573822957,0
508,113,76,-0.21469891556052972,0
509,113,76,-0.21787472341655303,0
510,112,77,-0.18342486314222697,0
511,111,77,-0.1829521532657418,0
512,111,77,-0.181007599495224,0
513,111,78,-0.11433450325146623,0
514,111,78,-0.11489791408866949,0
515,110,78,-0.10706119524535097,0
516,109,77,-0.17377227652565125,0
517,108,78,-0.15347719380131822,0
518,109,78,-0.14865736768546411,0
519,110,77,-0.1741926904927277,0
520,109,77,-0.16955469523987632,0
521,109,77,-0.1712553131716595,0
522,107,78,-0.13089058759122055,0
523,105,78,-0.11928222416167046,0
524,104,78,-0.12240501781658168,0
525,106,77,-0.14320011876503486,0
526,106,77,-0.1522993481203048,0
527,107,77,-0.14951530033462404,0
528,106,77,-0.1477966942495732,0
529,105,78,-0.08117274478996478,0
530,105,78,-0.08138795829132504,0
531,107,77,-0.1587477598499936,0
532,107,77,-0.15280835481104077,0
533,108,77,-0.1508246487377437,0
534,109,77,-0.15276904098906016,0
535,110,76,-0.21578377913434452,0
536,109,75,-0.25692730868460784,0
537,109,75,-0.2560618578851427,0
538,110,75,-0.26162355951248173,0
539,111,75,-0.2650014621995433,0
540,110,75,-0.26487265275540267,0
541,110,75,-0.264448595957183,0
542,110,75,-0.26591380648063934,0
543,111,74,-0.35533865431523737,0
544,112,73,-0.41612966800301365,0
545,112,74,-0.3530328453002221,0
546,111,74,-0.3474745165482818,0
547,110,74,-0.3361878636195979,0
548,109,73,-0.39703740112690866,0
549,108,74,-0.32839172175594283,0
550,108,74,-0.32331734827228503,0
551,109,74,-0.3254230166293928,0
552,109,73,-0.3851375658691177,0
553,110,73,-0.38374407532599436,0
554,112,72,-0.42096482108787314,0
555,111,72,-0.4455931502813291,0
556,110,72,-0.43671847531555613,0
557,110,72,-0.43263054345252383,0
558,110,73,-0.37133639994061013,0
559,111,73,-0.36750284376537823,0
560,110,74,-0.29626619164117074,0
561,111,73,-0.36372093211843093,0
562,111,73,-0.3662392023157554,0
563,109,74,-0.297413141229099,0
564,109,75,-0.23439082320770466,0
565,108,75,-0.2328830125089553,0
566,109,75,-0.18241896895253376,0
567,111,74,-0.2150702573241688,0
568,110,74,-0.21815164462195752,0
569,110,74,-0.21351075751479584,0
570,110,74,-0.20987495170678813,0
571,108,75,-0.17589698775902435,0
572,109,74,-0.25053625718910555,0
573,109,74,-0.24956966810381345,0
574,110,74,-0.20992755878471145,0
575,109,75,-0.1497710343588733,0
576,110,76,-0.08800229205728101,0
577,110,76,-0.08817968661649501,0
578,109,76,-0.08944805437218747,0
579,107,77,-0.060438716304342964,0
580,109,77,-0.0709714459067618,0
581,111,77,-0.08031987657523132,0
582,110,77,-0.07493427844936378,0
583,111,77,-0.08977792953577592,0
584,112,77,-0.08171150415641022,0
585,111,77,-0.07679712203986128,0
586,111,77,-0.07488958055342664,0
587,112,77,-0.07032163937299629,0
588,112,77,-0.07115249483569641,0
589,112,77,-0.08565449282250484,0
590,113,77,-0.0916931199253304,0
591,112,77,-0.09287825229519513,0
592,114,76,-0.17706357280883822,0
593,116,77,-0.1312108223924588,0
594,115,77,-0.12144796405169472,0
595,115,77,-0.11574340237486468,0
596,115,77,-0.11615209130752191,0
597,114,77,-0.10693858405757055,0
598,112,77,-0.0939345839755697,0
599,112,77,-0.09713534786795208,0
600,111,77,-0.08099218222028867,0
601,111,77,-0.08473269780115515,0
602,109,77,-0.07334898095992685,0
603,107,78,-0.04116113400743416,0
604,107,78,-0.04237879976835757,0
605,106,78,-0.043243506245507886,0
606,107,78,-0.04957579537733182,0
607,106,79,0.025040487665810362,0
608,105,79,0.021854052029211743,0
609,105,79,0.02829049012869291,0
610,105,79,0.030513922167137934,0
611,104,79,0.02935203890561752,0
612,104,79,0.028195172920950428,0
613,105,78,-0.03586969767218761,0
614,105,78,-0.029607339263766335,0
615,105,78,-0.031390331371094364,0
616,108,78,0.006186702591421635,0
617,107,78,0.011637839053128119,0
618,106,78,0.019985065834898706,0
619,104,79,0.05733326707950255,0
620,104,79,0.05428089895269295,0
621,104,79,0.053821493824780194,0
622,105,78,-0.021636281127739493,0
623,104,78,-0.021045770200598782,0
624,105,78,-0.02008219021388868,0
625,103,79,0.009258317737676406,0
626,102,79,0.017513796540206385,0
627,101,79,0.030922732057279065,0
628,101,79,0.02735474979946957,0
629,101,79,0.03066940608410732,0
630,102,79,0.03376135606993557,0
631,100,80,0.10657947509049336,0
632,100,80,0.09931380945456113,0
633,100,80,0.10147446348762969,0
634,101,80,0.08468021730159307,0
635,100,81,0.15816942350904356,0
636,100,82,0.21961135350831681,0
637,100,82,0.21840459829627434,0
638,100,82,0.22017938747265361,0
639,100,82,0.21667485610078074,0
640,100,82,0.22189851014371015,0
641,100,82,0.22265673656444052,0
642,100,82,0.21828450327933752,0
643,98,83,0.303630686460001,0
644,98,84,0.37324880047168335,0
645,99,84,0.36964662444477653,0
646,99,84,0.3687559408152265,0
647,99,84,0.370855560998225,0
648,99,85,0.4298642915714845,0
649,98,85,0.43245851720164863,0
650,99,85,0.4269922995049819,0
651,98,85,0.4346181972761951,0
652,99,86,0.49701267509675745,0
653,98,86,0.5006366349868585,0
654,96,87,0.5318988202321452,0
655,95,88,0.6046828000033383,0
656,94,88,0.6096722690755086,0
657,94,88,0.6083063439320359,0
658,94,87,0.5493819761293526,0
659,94,87,0.5482211417908366,0
660,93,87,0.5541985194961125,0
661,91,88,0.630292080111667,0
662,91,88,0.6314436636603022,0
663,94,87,0.6025075167180148,0
664,94,87,0.6056702607818988,0
665,94,87,0.6060952403927331,0
666,92,88,0.6385047887633664,0
667,89,89,0.6752404061882953,0
668,89,89,0.6784492098904411,0
669,89,89,0.679113216308524,0
670,92,88,0.6479257635205977,0
671,92,88,0.6489610054778132,0
672,91,89,0.7169585501975416,0
673,92,88,0.6395798767559426,0
674,90,89,0.6806692965669754,0
675,92,88,0.6436764394576858,0
676,90,88,0.66484582008703,0
677,90,88,0.6660398530857856,0
678,91,88,0.6731552244108389,0
679,93,87,0.6432011468863856,0
680,91,87,0.6548992824756351,0
681,90,87,0.6718247122053799,0
682,93,87,0.6374011800386871,0
683,91,87,0.6498169292386956,0
684,91,86,0.5810554333886466,0
685,91,86,0.5876578506097939,0
686,91,86,0.5869660871724409,0
687,89,87,0.6561472481644524,0
688,90,87,0.6568317343915624,0
689,88,87,0.6640771809934449,0
690,89,87,0.6734891614425215,0
691,89,87,0.6753304255441981,0
692,88,88,0.764644348655238,0
693,86,88,0.7834956175078333,0
694,86,88,0.7812687865284897,0
695,86,88,0.7810000563962057,0
696,87,88,0.7845957023733899,0
697,87,88,0.7785485764792793,0
698,86,88,0.7762001734659679,0
699,86,88,0.777855467243553,0
700,85,89,0.8484044193069531,0
701,86,89,0.8527838269377207,0
702,86,89,0.8506168188097035,0
703,85,89,0.8531598554074844,0
704,85,89,0.8490964841648201,0
705,84,89,0.855121635481828,0
706,84,89,0.8570260639527078,0
707,84,89,0.8620217696243162,0
708,82,90,0.9449308538660808,0
709,83,90,0.9392394032087578,0
710,82,89,0.8798562606810992,0
711,83,89,0.8890053717969386,0
712,83,89,0.8964196341196475,0
713,82,90,0.9634991278001508,0
714,82,90,0.9549192883833711,0
715,82,90,0.9593326783776683,0
716,80,91,0.982339466299436,0
717,82,90,0.9102265710467873,0
718,81,90,0.902677320546045,0
719,81,90,0.8995641613649604,0
720,81,89,0.8361423620620212,0
721,81,89,0.834863788712903,0
722,79,90,0.9019164901032514,0
723,79,90,0.896295349529612,0
724,79,90,0.8927558256328507,0
725,80,90,0.888380042660649,0
726,80,90,0.8939433203886824,0
727,80,90,0.8933749618770185,0
728,80,89,0.8355567769210416,0
729,79,89,0.830635966883749,0
730,79,89,0.8351162440904978,0
731,79,89,0.8383144327269497,0
732,78,89,0.8414534836954067,0
733,78,89,0.8428243235654759,0
734,76,89,0.8618017797444577,0
735,76,89,0.8560844959591145,0
736,76,89,0.8557777566176469,0
737,77,89,0.8576897947786005,0
738,76,89,0.8696297306140718,0
739,75,88,0.8117773736283947,0
740,75,88,0.8152155780435373,0
741,75,88,0.815529682747258,0
742,75,88,0.8216143062912693,0
743,75,88,0.8238616378504616,0
744,75,88,0.8204210631215778,0
745,74,88,0.8208313890771773,0
746,74,88,0.8253287302997728,0
747,76,87,0.7329423032043474,0
748,76,87,0.7409197895501188,0
749,75,86,0.6799940447246103,0
750,75,85,0.6135039315109521,0
751,74,85,0.6048582537023526,0
752,73,85,0.6019117023649073,0
753,73,85,0.5975521228664934,0
754,72,85,0.6041784810640297,0
755,72,85,0.5976896930222779,0
756,72,85,0.5941736718586094,0
757,72,85,0.6011903422085948,0
758,72,86,0.6599651805141389,0
759,72,86,0.6614036765454716,0
760,72,86,0.6605361562517851,0
761,73,86,0.6686669898328751,0
762,73,86,0.6669295420956246,0
763,73,86,0.662131634561049,0
764,74,86,0.6625378011834642,0
765,74,85,0.6029234306436797,0
766,74,84,0.5408216053728779,0
767,74,84,0.5449104474384171,0
768,75,84,0.5450601902503354,0
769,74,84,0.5409781010326355,0
770,72,84,0.5061613193985636,0
771,72,84,0.5113918443042007,0
772,72,83,0.4559121759067443,0
773,70,84,0.5321252958493301,0
774,70,84,0.5335151406535465,0
775,68,85,0.5791348467436205,0
776,68,85,0.5722656727623712,0
777,67,85,0.573073632500093,0
778,68,85,0.5752905348916124,0
779,65,86,0.6121672808861354,0
780,65,86,0.6184335368888446,0
781,64,86,0.6107990535598242,0
782,62,86,0.6454174742931378,0
783,62,86,0.6504600537838292,0
784,61,87,0.7191899208947894,0
785,61,87,0.7193961634524044,0
786,61,87,0.7180184854883578,0
787,62,87,0.7221817830707755,0
788,62,87,0.7246097840592143,0
789,62,87,0.7310318836956162,0
790,61,87,0.7239841682896827,0
791,61,87,0.7238540472895716,0
